URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://interoperabilidad.minsal.cl/fhir/ig/laboratorio/ValueSet/motivo-cancelacion-solicitud-laboratorio,0.5.0,active,,VSMotivoCancelacionSolicitudLaboratorio,Motivo de Cancelación de Solicitud de Laboratorio,"Motivo por el cual una solicitud de laboratorio se cancela antes de la toma de muestra, sin que exista un Specimen asociado (por ejemplo, el paciente no concurre a la toma de muestra). Este ValueSet no define códigos propios; referencia el CodeSystem externo SNOMED CT. Binding extensible: permite agregar otros códigos SNOMED CT si se identifican nuevos motivos de cancelación sin muestra.",,"SCT"
