Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-VSIdentidadDeGenero.json	861	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	27	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSIdentidadDeGenero.json	1246	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	21	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VScalificacionPrevisional.json	897	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	26	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-IdentidadDeGenero.json	2005	3	0	0	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	0	50	72	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSGrupoMarcas.json	825	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	26	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSNivelEducacionalDesc.json	953	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	22	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PaisOrigenMPI.json	2244	3	0	0	0	0	0	27	0	27	0	0	0	0	0	0	0	0	0	0	97	119	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-CSGrupoMarcas.json	1099	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	21	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSOcupacionesDet.json	45105	55	0	0	0	0	0	0	2	70	0	0	1	0	0	0	0	0	0	0	223	78	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-MINSALOcupacion.json	4944	6	0	0	0	0	0	130	0	117	0	0	0	0	0	0	0	1	0	0	349	498	0	1	0	8	0	1
fsh-generated/resources/CodeSystem-CSEstadoCivil.json	1224	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSEstadoCivil.json	825	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-MINSALAgrupacionPorMarcas.json	3519	5	0	0	0	0	0	74	0	60	0	0	0	0	0	0	0	0	0	0	207	261	0	0	0	5	0	0
fsh-generated/resources/CodeSystem-CSValoracionDesempeno.json	1161	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSOcupacionesDet.json	915	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	426	0	0	0	0	0	0
